Ano,Natureza,Via,TRL,Projeto,Instituição,Setor,Segmento,Receita,Coordenador,Unidade,Cidade,Região,Bolsas de Graduação,Bolsas de Mestrado,Bolsas de Doutorado,Bolsas de Pesquisadores,Bolsas de Coordenador,Bolsas de Nível Médio/Aprendiz,Bolsas de Professores,Total de Bolsas,Vigência,Unnamed: 22,Vigente,SEI,ABA_ORIGEM,Unnamed: 1,Unnamed: 2,mood,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,F,IAUPE %,IIT,UNIDADE
0.0,,,0.0,,Fundação para Inovações Tecnológicas - FITec,Privado,Pesquisa e Desenvolvimento,0.0,,,,,,,,,,,,0.0,,,,,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.0,PD&I,IAUPE,6.0,Fibrasa Digital - Fase 1,Fibrasa,Privado,Indústria de Embalagens,165625.0,Gilberto Dênis de Souza Leite Filho,,Abreu e Lima - PE,RMR - Núcleo Norte,,,,,,,,0.0,,,Não Vigente,0040610072.000058/2024-21,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.0,PD&I,IAUPE,9.0,Desenvolvimento tecnológico e inovação das vedações verticais de edificação de múltiplos pavimentos: racionalização construtiva e BIM,GB Oscar Empreendimentos Imobiliários Ltda.,Privado,Setor imobiliário,10250.0,Alberto Casado Lordsleem Júnior,,Recife - PE,RMR - Núcleo Centro,,,,,,,,0.0,,,Não Vigente,0040610072.000053/2024-07,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.0,PD&I,IAUPE,0.0,"Cooperação técnica e científica entre os partícipes para o desenvolvimento de projetos de pesquisa, programas e outras iniciativas na área da inovação, envolvendo alunos e professores das duas instituições e empresas parceiras",Escola Técnica de Pernambuco (ETP),Público,Educação,0.0,Eduardo Cardoso Gonçalves,,Recife - PE,RMR - Núcleo Centro,,,,,,,,0.0,,,Não Vigente,0040610072.000052/2024-54,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.0,PD&I,IAUPE,3.0,Inovação em Gerenciamento de Riscos e Segurança do Trabalho na Construção de Loteamentos Residenciais de Alto Padrão,Praia de Guadalupe Empreendimentos Imobiliários S.A.,Privado,Setor imobiliário,455648.0,Felipe Mendes da Cruz,,Recife - PE,RMR - Núcleo Centro,,,,,,,,0.0,2024-08-01,2026-01-31 00:00:00,Não Vigente,0040610072.000049/2024-31,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.0,PD&I,IAUPE,0.0,Termo de confiabilidade (NDA),Senai,Privado,Educação,0.0,Manoel Henrique de Nóbrega Marinho,,Recife - PE,RMR - Núcleo Centro,,,,,,,,0.0,,,Não Vigente,,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.0,PD&I,IAUPE,6.0,ai-DOC - Aware Industrial Documents,Indorama Ventures Polímeros S.A.,Privado,Indústria Petroquímica,261937.5,Ricardo Ataíde de Lima,,Recife - PE,RMR- Núcleo Centro,,,,,,,,0.0,2024-08-01,2025-07-31 00:00:00,Não Vigente,0040610072.000048/2024-96,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.0,PD&I,IAUPE,0.0,Secagem  do bagaço de cana-de-açúcar em sistema de cogeração de energia,Companhia Alcooquimica Nacional,Público,Indústria Alcoolquímica,0.0,Rogério Pontes de Araújo,,Recife - PE,RMR - Núcleo Centro,,,,,,,,0.0,2024-11-01,2025-04-30 00:00:00,Não Vigente,0040610072.000003/2022-50,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.0,PD&I,IAUPE,4.0,Identificação de prazos trabalhistas 12.0,Neurolaw Desenvolvimento de Tecnologia Ltda.,Privado,Tecnologia da Informação,261000.0,Bruno José Torres Fernandes,,Recife - PE,RMR - Núcleo Centro,2.0,2.0,2.0,,1.0,,,7.0,2024-09-14,2025-09-13 00:00:00,Não Vigente,0040610072.000046/2023-16,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.0,PD&I,IAUPE,6.0,Exploração das Tecnologias Unified Name Space e sua Aderência em demandas de digitação na Industria Automotiva,Stellantis,Privado,Indústria Automotiva,300000.0,Alexandre Magno Andrade Maciel,,Recife - PE,RMR - Núcleo Centro,1.0,1.0,,2.0,1.0,,,5.0,2024-09-01,2026-06-30 00:00:00,Vigente,0040610072.000059/2024-76,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.0,PD&I,IAUPE,0.0,"Catalisar as melhores práticas no campo da inovação, promovendo uma sinergia entre as instituições (UFPE e UPE)  que fortalecerá o ambiente inovador na região",Polo Tecnológico e Criativo da Universidade Federal de Pernambuco,Público,Educação,0.0,Djalma Silva Guimarães Junior,,Recife - PE,RMR - Núcleo Centro,,,,,,,,0.0,,,Não Vigente,,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.0,PD&I,UPE,2.0,Investigação sobre os fatores que oneram a formação de preços no âmbito do Arquipélago de Fernando de Noronha,Noronha 1,Público,Gestão Municipal,388440.0,Djalma Silva Guimarães Junior,,Recife - PE,RMR - Núcleo Centro,,,,,,,,0.0,,,Não Vigente,,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.0,PD&I,UPE,9.0,Sistema de integração de dados para plataforma web e aplicativo móvel a ilha de Fernando de Noronha em Pernambuco,Noronha 2,Público,Gestão Municipal,1177500.0,Márcia Rejane Oliveira Barros Carvalho Macedo,,Recife - PE,RMR - Núcleo Centro,,,,,,,,0.0,,,Não Vigente,,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.0,PD&I,IAUPE,4.0,Plataforma Inteligente para Assessoria Jurídica – 14.0.,Neurolaw Desenvolvimento de Tecnologia Ltda.,Privado,Tecnologia da Informação,362926.84,Bruno José Torres Fernandes,,Recife - PE,RMR - Núcleo Centro,,,,,,,,0.0,2024-10-16,2025-10-16 00:00:00,Não Vigente,0040610072.000053/2023-18,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,PD&I,IAUPE,1.0,Promoção de uma cultura de inovação na Educação do Município de Canhotinho,Municipio de Canhotinho,Público,Gestão Municipal,226117.65,Ivaldir Honório de Farias Junior,,Canhotinho - PE,Agreste Meridional,,,,,,,,0.0,2025-05-02,2027-05-05 00:00:00,Vigente,0040610072.000020/2025-30,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.0,PD&I,IAUPE,8.0,Reconhecimento Inteligente dos Exames Ocupacionais para Integrar com Processos de Controle da Saúde de Trabalhadores,ECR Tecnologia,Privado,Tecnologia da Informação,30683.52,Eraylson Galdino da Silva,,Maringá - PR,Externo,,,,,,,,0.0,2024-11-05,2025-11-05 00:00:00,Não Vigente,0040610072.000065/2024-23,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.0,PD&I,IAUPE,7.0,Natto Digital: Infraestrutura de Dados Industrial,Notaro Alimentos Ltda.,Privado,Indústria Alimentícea,104625.0,Gilberto Dênis de Souza Leite Filho,,Belo Jardim - PE,Agreste Central,,,,,,,,0.0,,,Não Vigente,,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.0,PD&I,UPE,4.0,Utilização de smart contracts em blockchain na esfera jurídica 11.0,Neurolaw Desenvolvimento de Tecnologia Ltda.,Privado,Tecnologia da Informação,187740.0,Bruno José Torres Fernandes,,Recife - PE,RMR - Núcleo Centro,,,,,,,,0.0,,,Não Vigente,,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.0,PD&I,UPE,0.0,Servidores,SAD/TD,Público,Gestão Pública,783529.41,Eduardo Cardoso Gonçalves,,Recife - PE,RMR - Núcleo Centro,,,,,,,,0.0,,,Não Vigente,,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.0,PD&I,IAUPE,3.0,Inovação em Gerenciamento de Riscos e Segurança do Trabalho na Construção de Edifícios Residenciais Multifamiliar,Construtora CETA Incorporação e Construções LTDA,Privado,Construção Civil,0.0,Felipe Mendes da Cruz,,Recife - PE,RMR - Núcleo Centro,,,,,,,,0.0,2024-10-01,2026-03-31 00:00:00,Vigente,0040610072.000063/2024-34,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.0,PD&I,IAUPE,3.0,Inovação em Gerenciamento de Riscos e Segurança do Trabalho na Produção de Açúcar e Álcool,Usina União Industria,Privado,Indústria Alcoolquímica,99000.0,Felipe Mendes da Cruz,,Primavera - PE,Mata Sul,,,,,,,,0.0,2024-09-01,2026-02-28 00:00:00,Não Vigente,0040610072.000061/2024-45,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.0,PD&I,IAUPE,0.0,Desenvolvimento de projetos inovadores entre os partícipes.,Universidade Estadual do Vale do Acaraú,Público,Educação,0.0,Pablo Aurélio Pinto,,Betânia - CE,Externo,,,,,,,,0.0,2024-10-25,2026-10-25 00:00:00,Vigente,0040610072.000073/2024-70,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.0,PD&I,IAUPE,0.0,Termo de confiabilidade (NDA),Stellantis,Privado,Indústria Automotiva,0.0,Alexandre Magno Andrade Maciel,,Recife - PE,RMR - Núcleo Centro,,,,,,,,0.0,,,Não Vigente,0040610072.000055/2024-98,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.0,PD&I,IAUPE,0.0,Implantação do Programa de Navegação para Idosos de Cor ou Raça Preta com Câncer de Mama ou Próstata no Hospital Universitário Oswaldo Cruz,Hospital Universitário Oswaldo Cruz,Público,Setor Hospitalar,763150.0,Fábia Maria de Lima,HUOC,Recife - PE,RMR - Núcleo Centro,,,,,,,,0.0,2023-11-06,2026-12-31 00:00:00,Vigente,0040610072.000013/2024-57,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.0,PD&I,IAUPE,6.0,Recface 2 - Investigação de Plataformas para Reconhecimento Facial,Pumatronix Equipamentos Eletrônicos Ltda.,Privado,Tecnologia da Informação,284000.0,Alexandre Magno Andrade Maciel,,Curitiba - PR,Externo,,,,,,,,0.0,2024-08-01,2025-11-09 00:00:00,Não Vigente,0040610072.000104/2023-10,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.0,PD&I,IAUPE,0.0,Retopologia de Modelos Tridimensionais com Aprendizagem Profunda,Foxconn,Privado,Indústria de Eletrônicos,483750.0,Bruno José Torres Fernandes,,Recife - PE,RMR - Núcleo Centro,,,,,,,,0.0,2024-12-02,2025-07-31 00:00:00,Não Vigente,0040610072.000078/2024-01,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,PD&I,,0.0,,Fundação para Inovações Tecnológicas - FITec,Privado,Pesquisa e Desenvolvimento,0.0,,,,,,,,,,,,0.0,,,,,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.0,PD&I,IAUPE,9.0,Análise de inversores de frequência submetidos a impulsos transitórios e sobretensões temporárias,Clamper Indústria e Comércio S.A,Privado,Indústria de Eletrônicos,324250.0,Gustavo Oliveira Cavalcanti,,Lagoa Santa - MG,Externo,,,,,,,,0.0,2024-12-09,2025-08-09 00:00:00,Não Vigente,0040610072.000077/2024-58,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.0,PD&I,IAUPE,7.0,Natto Digital: Modelagem de Arquitetura de Visão Computacional,Notaro Alimentos Ltda.,Privado,Indústria Alimentícea,60000.0,Bruno José Torres Fernandes,,Belo Jardim - PE,Agreste Central,,,,,,,,0.0,2024-12-01,2025-02-28 00:00:00,Não Vigente,0040610072.000079/2024-47,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.0,PD&I,IAUPE,9.0,"Desenvolvimento tecnológico e inovação das vedações verticais de edificação de múltiplos pavimentos: racionalização construtiva, BIM e drywall",ArtStay Empreendimentos,Privado,Setor imobiliário,13350.0,Alberto Casado Lordsleem Júnior,,Caruaru - PE,Agreste Central,,,,,,,,0.0,2024-12-05,2025-05-05 00:00:00,Não Vigente,0040610072.000080/2024-71,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.0,PD&I,IAUPE,9.0,"Desenvolvimento tecnológico e inovação das vedações verticais de edificação de múltiplos pavimentos: racionalização construtiva, BIM e drywall",GB Carapuceiro Empreendimentos Imobiliários S.A,Privado,Setor imobiliário,13800.0,Alberto Casado Lordsleem Júnior,,Recife - PE,RMR - Núcleo Centro,,,,,,,,0.0,2024-12-01,2025-05-31 00:00:00,Não Vigente,0040610072.000085/2024-02,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,PD&I,IAUPE,7.0,CHLORUM DIGITAL FASE 2: Transparência e Previsibilidade na Indústria,Cape Igarassu Indústria e Comércio de Produtos Químicos Ltda.,Privado,Indústria Química,627833.63,Gilberto Dênis de Souza Leite Filho,,Igarassu - PE,RMR - Núcleo Norte,,,,,,,,0.0,2025-01-02,2026-03-31 00:00:00,Vigente,0040610072.000084/2024-50,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,PD&I,IAUPE,8.0,ROCA DIGITAL - Fase 3: Melhorar a performance a partir do uso intensivo de dados,Roca Sanitários Brasil Ltda.,Privado,Indústria de Produtos Sanitários,274268.17,Gilberto Dênis de Souza Leite Filho,,Recife - PE,RMR - Núcleo Centro,,,,,,,,0.0,2025-01-01,2025-12-31 00:00:00,Não Vigente,0040610072.000082/2024-61,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,PD&I,IAUPE,3.0,Inovação em Gerenciamento de Riscos e Segurança do Trabalho na Construção de Empreendimentos Imobiliários,Tecla Técnica Construções Ltda.,Privado,Construção Civil,90000.0,Felipe Mendes da Cruz,,Recife - PE,RMR - Núcleo Centro,,,,,,,,0.0,2025-01-01,2026-06-30 00:00:00,Vigente,0040610072.000086/2024-49,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,PD&I,IAUPE,9.0,"Desenvolvimento Tecnológico e inovação das vedações verticais de edificação de múltiplos pavimentos: racionalização construtiva, BIM e drywall",Mood Ce Parque do Cocó Construções LTDA,Privado,Construção Civil,28200.0,Alberto Casado Lordsleem Júnior,,Fortaleza-CE,Externo,,,,,,,,0.0,2025-02-18,2025-07-18 00:00:00,Não Vigente,0040610072.000006/2025-36,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,PD&I,IAUPE,7.0,"Desenvolvimento de Sistema de Telecomunicações para Supervisão, Controle e Aquisição de Dados (Piloto-Drone e Drone-Drone), incluindo a Criação de Protocolos de Comunicação Seguros e Confiáveis.",ACS - Indústria Aeronáutica LTDA,Privado,Indústria Aeroespacial,580089.6,Edison de Queiroz Albuquerque,,São José dos Campos - SP,Externo,,,,,,,,0.0,2025-02-28,2028-01-31 00:00:00,Vigente,0040610072.000010/2025-02,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,PD&I,IAUPE,9.0,Desenvolvimento tecnólogico e inovação das vedações verticais através da racionalização das alvenarias e BIM,Essence Construções S/A,Privado,Construção Civil,10500.0,Alberto Casado Lordsleem Júnior,,Recife - PE,RMR - Núcleo Centro,,,,,,,,0.0,2025-03-10,2025-08-10 00:00:00,Não Vigente,0040610072.000011/2025-49,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,PD&I,IAUPE,6.0,Otimização da Vida Útil do Refratário em Fornos Float por Modelagem Preditiva,Companhia de Vidros Planos -Vivix,Privado,Indústria de Vidros,100000.0,Diego José Rátiva Millán,,Recife - PE,RMR - Núcleo Centro,,,,,,,,0.0,2025-04-01,2026-03-31 00:00:00,Vigente,0040610072.000012/2025-93,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,PD&I,IAUPE,6.0,FurnaceVision: Digitalização e Automação da Inspeção Térmica do Forno Vivix,Companhia de Vidros Planos -Vivix,Privado,Indústria de Vidros,100000.0,Diego José Rátiva Millán,,Recife - PE,RMR - Núcleo Centro,,,,,,,,0.0,2025-04-01,2026-03-31 00:00:00,Vigente,0040610072.000013/2025-38,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,Termo de Confiabilidade,IAUPE,0.0,Desenvolvimento de Novo Sistema de Armazenamento de Energia para Aplicação em Microssistema Isolado de Geração e Distribuição de Energia Elétrica,Acumuladores Moura S.A.,Privado,Indústria de Eletrônicos,304240.0,Manoel Henrique de Nóbrega Marinho,,Jaboatão dos Guararapes - PE,RMR - Núcleo Oeste/Sul,,,,,,,,0.0,,,Vigente,0040610072.000005/2025-91,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,PD&I,IAUPE,6.0,Desenvolvimento de solução totalmente via software para gravação em BIOS em placas mães da BrazilPC,Powerpc Comércio de Equipamentos de Informática LTDA,Privado,Tecnologia da Informação,212057.0,João Fausto Lorenzato de Oliveira,,Belo Horizonte - MG,Externo,,,,,,,,0.0,2025-03-31,2025-12-31 00:00:00,Não Vigente,0040610072.000016/2025-71,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,PD&I,IAUPE,6.0,GILDO - Geração de Imagens para Localização e Detecção de Objetos,Pumatronix Equipamentos Eletrônicos LTDA,Privado,Tecnologia da Informação,373500.0,Alexandre Magno Andrade Maciel,,Curitiba - PR,Externo,,,,,,,,0.0,2025-04-01,2026-03-31 00:00:00,Vigente,0040610072.000017/2025-16,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,PD&I,IAUPE,0.0,Desenvolvimento de modelos de aprendizado de máquina para simulação e otimização de controles térmicos em planta automotiva,FCA Fiat Chrysler Automoveis Brasil Ltda. (STELLANTIS),Privado,Indústria Automotiva,54000.0,Alexandre Magno Andrade Maciel,,Recife - PE,RMR - Núcleo Centro,,,,,,,,0.0,2025-05-02,2025-07-01 00:00:00,Não Vigente,0040610072.000026/2025-15,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,PD&I,IAUPE,0.0,FIAJA - Framework Inteligente para Assessoria Jurídica e Administrativa,Neurolaw Desenvolvimento de Tecnologis LTDA,Privado,Tecnologia da Informação,715740.0,Bruno José Torres Fernandes,,Recife - PE,RMR - Núcleo Centro,,,,,,,,0.0,2025-06-16,2026-06-15 00:00:00,Vigente,0040610072.000028/2025-04,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,RESITEC,IAUPE,2.0,Residência Tecnológica em Inteligência Artificial Generativa para o Agreste Meridional de Pernambuco,HI-MIX Eletrônicos S.A.,Privado,Indústria de Eletrônicos,348037.5,Ivaldir Honório de Farias Junior,,Curitiba - PR,Externo,,,,,,,,0.0,2025-08-01,2026-04-04 00:00:00,Vigente,0040610072.000035/2025-06,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,PD&I,IAUPE,9.0,Desenvolvimento tecnológico e inovação das vedações verticais através da racionalização das alvenarias e BIM.,R Nascimento Incorporações e Construções LTDA,Privado,Construção Civil,12540.0,Alberto Casado Lordsleem Júnior,,Recife - PE,RMR - Núcleo Centro,,,,,,,,0.0,2025-07-01,2025-11-30 00:00:00,Vigente,0040610072.000036/2025-42,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,PD&I,IAUPE,3.0,Inovação em Gerenciamento de Riscos e Segurança do Trabalho na Construção de Empreendimentos Imobiliários - Residências de Alto Padrão,Rio Ave Subholding Incorporação LTDA,Privado,Construção Civil,90000.0,Felipe Mendes da Cruz,,Recife - PE,RMR - Núcleo Centro,,,,,,,,0.0,2025-08-15,2027-01-31 00:00:00,Vigente,0040610072.000037/2025-97,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,PD&I,IAUPE,0.0,ALERTA ILHA: USO DE SISTEMA DE MONITORAMENTO E GESTÃO DE DESASTRES SOCIOAMBIENTAIS EM UM MUNICÍPIO DE PEQUENO PORTE,Prefeitura Municipal da Ilha de Itamaracá,Privado,Tecnologia da Informação,84000.0,Jonas da Silva Bezerra,,Ilha de Itamaracá - PE,RMR - Núcleo Norte,,,,,,,,0.0,,,Vigente,0040610072.000031/2025-10,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,PD&I,UPE,0.0,TCE-PLS Fase 4,TCE-PLS Fase 4,Público,,627051.96,Djalma Silva Guimarães Junior,,,,,,,,,,,0.0,,,Não Vigente,,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,PD&I,UPE,0.0,SAD 2 - Segunda edição,SAD 2 - Segunda edição,Público,,3103390.0,Márcia Rejane Oliveira Barros Carvalho Macedo,,,,,,,,,,,0.0,,,Não Vigente,,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,PD&I,UPE,0.0,Secretaria de Educação,Secretaria de Educação,Público,,0.0,Raphael de França e Silva,,,,,,,,,,,0.0,,,Não Vigente,,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,RESITEC,UPE,0.0,Residência em Primeira Infância - 2 Edição,Residência em Primeira Infância - 2 Edição,Público,,253392.0,Mirtes Ribeiro de Lira,,,,,,,,,,,0.0,,,Não Vigente,,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,RESITEC,UPE,0.0,Residência JUCEPE,Residência JUCEPE,Público,,2077700.0,Giorge André Lando,,,,,,,,,,,0.0,,,Não Vigente,,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,RESITEC,UPE,0.0,Residência SCGE,Residência SCGE,Público,,960000.0,Alexandre Magno Andrade Maciel,,,,,,,,,,,0.0,,,Não Vigente,,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,PD&I,UPE,0.0,Secretaria da Mulher,Secretaria da Mulher,Público,,62208.0,Fernando da Silva Cardoso,,,,,,,,,,,0.0,,,Não Vigente,,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,PD&I,UPE,0.0,TCE - Gestão do Conhecimento,TCE - Gestão do Conhecimento,Público,,230400.0,Bartira Pereira Amorim Confessor,,,,,,,,,,,0.0,,,Não Vigente,,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,RESITEC,UPE,0.0,Residência Sec. Tranformação Digital,ATI,Público,Transformação Digital,274000.0,Wylliams Santos,Poli,Recife - PE,RMR,,,,,,,,0.0,,,Vigente,,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,PD&I,IAUPE,0.0,CEHAB,PerifaClima: monitoramento e adaptação climática nos territórios periféricos do estado de Pernambuco,Público,Indústria Automotiva,2239294.12,Márcia Rejane Oliveira Barros Carvalho Macedo,Poli,Recife - PE,RMR,,,,,,,,0.0,,,Não Vigente,,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,PD&I,IAUPE,0.0,Grafo de Conhecimento e GenAI Aplicados à Gestão de Manutenção Industrial da Vivix,Companhia Brasileira de Vidros Planos - CBVP - VIVIX,Privado,Indústria de Vidros,51875.0,Diego José Rátiva Millán,,Recife - PE,RMR - Núcleo Centro,,,,,,,,0.0,2025-08-01,2026-03-31 00:00:00,Vigente,0040610072.000043/2025-44,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,PD&I,UPE,0.0,Politicas Públicas para Mulheres,Secretaria da Mulher,Público,Social,248000.0,Fernando da Silva Cardoso,Arcoverde,Arcoverde,Agreste,,,,,,,,0.0,,,,,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,PD&I,UPE,0.0,Fila de Espera Sec. Saúde,Secretaria de Saúde,Público,Saúde,2691000.0,Fernando Buarque,Poli,Recife - PE,RMR,,,,,,,,0.0,,,,,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,PD&I,UPE,0.0,Aditivo - Liga LABs,SETD,Público,Transformação Digital,821665.0,Márcia Rejane Oliveira Barros Carvalho Macedo,POLI,,,,,,,,,,0.0,,,,,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,PD&I,IAUPE,0.0,Desenvolvimento tecnológico e inovação das vedações verticais através da racionalização das alvenarias de vedação e BIM,JM EXATA ENGENHARIA SPE LTDA,Privado,Setor imobiliário,12950.0,Alberto Casado Lordsleem Júnior,,Recife - PE,RMR - Núcleo Centro,,,,,,,,0.0,2025-08-01,2026-02-28 00:00:00,Não Vigente,0040610072.000044/2025-99,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026.0,PD&I,UPE,0.0,Residência em Governo Digital,SETD,Público,Transformação Digital,1335840.0,Djalma Silva Guimarães Junior,POLI,Recife - PE,RMR,0.0,14.0,0.0,0.0,1.0,0.0,13.0,28.0,,,,,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026.0,PD&I,UPE,0.0,PLS TCE 2026,TCE PE,Público,Sustentabilidade,809000.0,Djalma Silva Guimarães Junior,POLI,Recife - PE,"Petrolina, Garanhus, Arcoverde, Bezerros",1.0,11.0,0.0,11.0,1.0,0.0,0.0,24.0,,,,,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026.0,PD&I,UPE,0.0,SUDENE,SUDENE,Público,indútria 4.0,919200.0,Djalma Silva Guimarães Junior,POLI,Recife - PE,RMR,11.0,0.0,0.0,11.0,1.0,0.0,4.0,27.0,,,Não Vigente,,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026.0,PD&I,IAUPE,0.0,Aditivo - Fator Noronha,Autarquia de Fernado de Noronha,Público,Transformação Digital,5936336.82,,,,,,,,,,,,0.0,,,,,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026.0,PD&I,UPE,0.0,SERPRO,SERPRO,Público,,0.0,,,,,,,,,,,,0.0,,,Não Vigente,,Dados dos Projetos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
