Ano,Natureza,Via,TRL,Projeto,Instituição,Setor,Segmento,Receita,Coordenador,Unidade,Cidade,Região,Bolsas de Graduação,Bolsas de Mestrado,Bolsas de Doutorado,Bolsas de Pesquisadores,Bolsas de Coordenador,Bolsas de Nível Médio/Aprendiz,Bolsas de Professores,Total de Bolsas,Vigência,Unnamed: 22,Vigente,SEI,ABA_ORIGEM,Unnamed: 1,Unnamed: 2,mood,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,F,IAUPE %,IIT,UNIDADE
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,Finalizados,2021,,,SIM,ACORDO PD&I,NÃO,003,,,Companhia Hidroelétrica do São Francisco-CHESF,33.541.368/0001-16,Manoel Henrique da Nóbrega Marinho,Arranjo técnico para aumento da confiabilidade e segurança elétrica aplicando confiabilidade e segurança elétrica aplicando armazenamento de energia por baterias e sistemas fotovoltaicos ao serviço auxiliar de subestações 230/500 kV,2021-02-26 00:00:00,2023-07-26 00:00:00,,0040610072.000032/2023-01,Finalizado,1227029.8,,,,,,Não foi publicado.,,,"Relatório a ser enviado até o dia 08/11, resposta do prof. Manoel em 11/09/24",,4,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,Finalizados,2023,,,SIM,Termo Aditivo de Acordo,,-,Aditivo 001 ao Acordo N.º  003/2021,De prazo,Companhia Hidroelétrica do São Francisco-CHESF,33.541.368/0001-16,Manoel Henrique da Nóbrega Marinho,Arranjo técnico para aumento da confiabilidade e segurança elétrica aplicando confiabilidade e segurança elétrica aplicando armazenamento de energia por baterias e sistemas fotovoltaicos ao serviço auxiliar de subestações 230/500 kV,2023-07-26 00:00:00,2024-07-26 00:00:00,,0040610072.000032/2023-01,Finalizado,3743708.26,,,,,,Não foi publicado.,,,,,,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,7502,,,Finalizados,2022,,,SIM,ACORDO PD&I,NÃO,023,,,Notaro Alimentos Ltda.,01.682.695/0001-00,GILBERTO DÊNIS DE SOUZA LEITE FILHO,NATTO-Digital: Visibilidade e Performace na Manufatura,2022-12-27 00:00:00,2023-12-27 00:00:00,2023-11-27 00:00:00,0040610072.000011/2022-04,Finalizado,"R$ 150.040,00",,,,7502,15004,Não tem data,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=37143361&id_documento=57141220,,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=37143361&id_documento=56952422,,5,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,Finalizados,2024,,,,Termo Aditivo de Acordo,,-,Aditivo 001 ao Acordo 023/2022,De prazo,,,,,2023-05-31 00:00:00,2024-02-01 00:00:00,,,,,,,,,,2024-04-19 00:00:00,,,,,,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,10000,,,Finalizados,2022,,,SIM,ACORDO PD&I,NÃO,027,,,PAMESA DO BRASIL S/A,03.428.529/0001-07,Gilberto Dênis de Souza Leite Filho,PAMESA DIGITAL - Fase 1: Plataforma de inteligência de manufatura aplicada à classificação de perdas em final de linha de produção e controle estatístico de processo.,2023-01-01 00:00:00,2023-12-01 00:00:00,,0040610072.000006/2023-74,Finalizado,200000,200000,,,10000,20000,,,,,,,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,Finalizados,2024,,,,Termo Aditivo de Acordo,,-,Aditivo 001 ao Acordo 027/2022,De prazo,,,,,2024-01-01 00:00:00,2024-12-31 00:00:00,,,Finalizado,"R$ 200.000,00",,,,,,2024-05-01 00:00:00,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=37678282&id_documento=57712424,,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=37678282&id_documento=57264890,,6,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,Finalizados,2023,,,SIM,ACORDO PD&I,NÃO,015,,,ADEMI-PE,11.339.561/0001-36,Alberto Casado Lordsleem Júnior,"Pesquisa, inovação e desenvolvimento tecnológico na construção de edifícios",2023-06-15 00:00:00,2024-06-15 00:00:00,,0040608325.000057/2022-54,Finalizado,34200,,,,2394,3420,Não foi publicado.,Não foi publicado.,,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=28317921&id_documento=28317929,,7,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,5000,,,Finalizados,2023,,,SIM,ACORDO PD&I,,016,,,VIVIX,10.858.291/0002-98,Diego Rátiva,Redução da perda de bordo na fabricação de vidros planos,2023-07-28 00:00:00,2024-02-29 00:00:00,2024-01-30 00:00:00,0040610072.000062/2023-17,Finalizado,"R$ 100.000,00",,,,5000,10000,2023-11-08 00:00:00,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=42890503&id_documento=57365765,,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=42890503&id_documento=46181751,,8,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,Finalizados,2024,,,SIM,Termo Aditivo de Acordo,NÃO,-,Aditivo 001 ao Acordo 016/2023,De prazo,Companhia Brasileira de Vidros Planos - CBVP (VIVIX),10.858.291/0002-98,DIEGO JOSÉ RÁTIVA MILLÁN,Redução da perda de bordo na fabricação de vidros planos,2024-02-26 00:00:00,2024-10-31 00:00:00,,0040610072.000062/2023-17,Finalizado,"R$ 100.000,00",,,,,,2024-04-24 00:00:00,,,,,,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,Finalizados,2024,,,SIM,Termo Aditivo de Acordo,NÃO,-,Aditivo 001 ao Acordo 021/2023,De prazo,Companhia Brasileira de Vidros Planos - CBVP (VIVIX),10.858.291/0002-98,DIEGO JOSÉ RÁTIVA MILLÁN,Forno-1 VIVIX via gêmeos digitais,2024-02-26 00:00:00,2024-04-30 00:00:00,,0040610072.000075/2023-88,Finalizado,80000,,,,,,2024-04-24 00:00:00,,,,,9,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,7500,,,Finalizados,2023,,,SIM,ACORDO PD&I,NÃO,022,,,Companhia Brasileira de Vidros Planos - CBVP (VIVIX),10.858.291/0002-98,Luis Arturo Gómez Malagón,Identificação de variáveis que influenciam a formação de bolhas durante o processo de fabricação de vidros planos.,2024-08-07 00:00:00,2024-02-29 00:00:00,,0040610072.000074/2023-33,Finalizado,150000,,,,7500,15000,2024-05-01 00:00:00,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=45594510&id_documento=57714240,,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=45594510&id_documento=50932389,,10,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,Finalizados,2024,,,SIM,Termo Aditivo de Acordo,,-,Aditivo 001 ao Acordo 022/2023,De prazo,,,,,2024-03-01 00:00:00,2024-05-31 00:00:00,,,,,,,,,,2024-05-01 00:00:00,,,,,,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,Finalizados,2024,,,SIM,Termo Aditivo de Acordo,,-,Aditivo 002 ao Acordo 022/2023,,,,,,2024-06-01 00:00:00,2024-07-31 00:00:00,,,,,,,,,,2024-10-31 00:00:00,,,,,,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,2250,,,Finalizados,2023,,,SIM,ACORDO PD&I,NÃO,029,,,Vision One,47.899.721/0001-49,HÍGOR RICARDO MONTEIRO SANTOS,Desenvolvimento de um ambiente de pesquisa e inovação de processos de negócio Vision One,2023-11-01 00:00:00,2024-04-01 00:00:00,,0040610072.000094/2023-12,Finalizado,45000,,,,2250,4500,2024-01-10 00:00:00,,,,,11,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,15000,,,Finalizados,2023,,,SIM,ACORDO PD&I,NÃO,032,,,Pumatronix Equipamentos Eletrônicos Ltda.,08.823.013/0001-72,Alexandre Maciel,RecFace - investigação de plataformas para reconhecimento facial,2023-11-23 00:00:00,2024-06-23 00:00:00,,0040610072.000104/2023-10,Finalizado,"R$ 300.000,00",,,,15000,30000,2024-01-10 00:00:00,,,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=49456764&id_documento=52845558,,12,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,Finalizados,2024,,,SIM,Termo Aditivo de Acordo,,-,Aditivo 001 ao Acordo 032/2023,Correção do objeto do Acordo,,,,,2024-04-11 00:00:00,2024-06-23 00:00:00,,,,,,,,,,2024-05-01 00:00:00,,,,,,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,9495,,,Finalizados,2023,,,SIM,ACORDO PD&I,NÃO,036,,,Indorama Ventures Fibras Brasil Ltda.,04.241.585/0001-92,Rogério Pontes de Araújo,Indorama Fibras 4.0: Sistema Automatizado para Coleta de Amostras de Fibras,2023-12-21 00:00:00,2024-08-21 00:00:00,2024-07-22 00:00:00,0040610072.000120/2023-02,Finalizado,189900,,,,9495,18990,2024-01-10 00:00:00,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=51005617&id_documento=67620952,,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=51005617&id_documento=52853054,,13,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,Finalizados,2024,,,SIM,Termo Aditivo de Acordo,NÃO,-,Aditivo 001 ao Acordo 036/2023,De prazo,,,,,2024-08-22 00:00:00,2024-12-31 00:00:00,,,Finalizado,189900,,,,,,2024-08-17 00:00:00,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=51005617&id_documento=63094343,,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=51005617&id_documento=62950940,,,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,Finalizados,2024,,,SIM,Termo Aditivo de Acordo,NÃO,-,Aditivo 002 ao Acordo 036/2023,Estabelece novo prazo para o aporte financeiro (31/12/2024),,,,,2024-09-13 00:00:00,2024-12-31 00:00:00,,,Finalizado,,,,,,,2024-09-27 00:00:00,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=51005617&id_documento=65182312,,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=51005617&id_documento=64493527,,,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,Finalizados,2023,,,SIM,ACORDO PD&I,NÃO,041,,,Roca Sanitários Brasil Ltda.,75.801.902/0010-17,Gilberto Dênis de Souza Leite Filho,ROCA Digital: Fase 3: Expansão da Rastreabilidade 100% dos carros,2023-12-28 00:00:00,31/11/2024,,0040610072.000003/2023-31,Finalizado,292812.5,,,,,,2024-01-10 00:00:00,,,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=37649331&id_documento=37649628,,14,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,Finalizados,2023,,,SIM,ACORDO PD&I,NÃO,042,,,Smartgreen Desenvolvimento de Tecnologia S.A,12.899.279/0001-76,Jorge Fonsêca,"Firmware-Green: Prototipando uma infraestruturaembarcada para comunicação multimeios através da integração do módulo NBLoT, módulo WISUn e módulo LORaWan/SIGfox",2023-12-28 00:00:00,2024-05-31 00:00:00,,0040610072.000129/2023-13,Finalizado,115000,,,,,,2024-01-10 00:00:00,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=52123181&id_documento=60255515,,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=52123181&id_documento=52867747,,15,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,Finalizados,2024,,,SIM,Termo Aditivo de Acordo,NÃO,-,Aditivo 001 ao Acordo 042/2023,De prazo,,,,,2024-06-01 00:00:00,2024-06-30 00:00:00,,,,,,,,,,2024-06-20 00:00:00,,,,,,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,Finalizados,2024,,,SIM,ACORDO PD&I,NÃO,003,,,FITEC (JIPE),01.955.808/0001-95,Emanoel Barreiros,Desenvolvimento de Software Backend e Computação nas nuvem,2024-02-27 00:00:00,2024-08-27 00:00:00,,0040610072.000127/2023-16,Finalizado,21300,,,,,,2024-03-23 00:00:00,,,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=52018778&id_documento=55043944,,16,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,Finalizados,2024,,,SIM,ACORDO PD&I,NÃO,006,,,Neurolaw Desenvolvimento de Tecnologia Ltda.,37.369.722/0001-28,Bruno José Torres Fernandes,Identificação de Prazos Trabalhistas 10.0,2024-03-14 00:00:00,2024-06-13 00:00:00,,0040610072.000046/2023-16,Finalizado,65250,,,,,,2024-04-12 00:00:00,,Finalizado em 30/06/2024,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=39557232&id_documento=55055446,,17,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,"R$ 4.681,50",,,Finalizados,2024,3,,SIM,ACORDO PD&I,NÃO,005,,,Ominilink,03.585.974/0001-72,Prof. Ivaldir,OCR - tecnologia de reconhecimento de placas veiculares através de imagens disponibilizadas via streaming do equipamento MDVR.,2024-03-04 00:00:00,2024-03-31 00:00:00,,0040610072.000010/2024-13,Finalizado,"R$ 117.037,50",,,,"R$ 4.681,50","R$ 14.044,50",2024-03-23 00:00:00,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=54498171&id_documento=55966084,"Já finalizado, porém autorização saldo a ser gasto.",https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=54498171&id_documento=55529640,,18,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,Finalizados,2024,,,SIM,ACORDO PD&I,NÃO,010,,,Neurolaw Desenvolvimento de Tecnologia Ltda.,37.369.722/0001-28,Bruno José Torres Fernandes,Plataforma Inteligente para Assessoria Jurídica 12.0,2024-04-16 00:00:00,2024-07-15 00:00:00,,0040610072.000053/2023-18,Finalizado,75000,,,,,,2024-06-28 00:00:00,,Finalizado em 15/07/2024,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=40489313&id_documento=58401281,,19,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,Finalizados,2024,,,SIM,ACORDO PD&I,NÃO,011,,,Neurolaw Desenvolvimento de Tecnologia Ltda.,37.369.722/0001-28,Bruno José Torres Fernandes,Utilização de smart contracts em blocchain na esfera jurídica 9.0,2024-05-01 00:00:00,2024-07-31 00:00:00,,0040608325.000186/2022-42,Finalizado,46935,,,,,,2024-06-28 00:00:00,,Finalizado em 31/07/2024,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=35110800&id_documento=60015234,,20,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,Finalizados,2024,,,SIM,ACORDO PD&I,NÃO,019,,,Neurolaw Desenvolvimento de Tecnologia Ltda.,37.369.722/0001-28,Bruno José Torres Fernandes,Plataforma Inteligente para Assessoria Jurídica – 13.0.,2024-07-17 00:00:00,2024-10-15 00:00:00,2024-09-15 00:00:00,0040610072.000053/2023-18,Finalizado,87073.17,,,,,,2024-08-01 00:00:00,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=40489313&id_documento=62209535,,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=40489313,,21,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,Finalizados,2024,,,SIM,Termo Aditivo de Acordo,,-,Aditivo 001 ao Acordo 019/2024,Correção do valor do recurso no Acordo,,,,,2024-08-16 00:00:00,2024-10-15 00:00:00,,,,,,,,,,2024-08-31 00:00:00,,,,,,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,Finalizados,,,,SIM,ACORDO PD&I,NÃO,,,,Tribunal de Contas do Estado de Pernambuco-TCE,,Fernando Buarque,Prova de conceito funcional: versão protótipo - e metodologia - de sistema computacional de apoio à decisão em atividades de atenção à primeira infância no âmbito da jurisdição do Tribunal de Contas do Estado de Pernambuco.,2023-12-01 00:00:00,2028-08-01 00:00:00,,Não tem numeração de SEI,Finalizado,39600,,,,,,,,,,,22,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,13787.5,,,Finalizados,2023,0,,SIM,ACORDO PD&I,NÃO,037,,,Indorama Ventures Polímetros S.A,07.079.511/0001-90,Gilberto Dênis de Souza Leite Filho,Indorama Polímeros Digital: Fase1: Inteligência Artificial aplicada ao processo de osmose reversa,2023-12-26 00:00:00,2024-08-31 00:00:00,2024-08-01 00:00:00,0040610072.000123/2023-38,Finalizado,275750,,,,13787.5,27575,2024-01-10 00:00:00,,,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=51421154&id_documento=52865684,,23,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,Finalizados,2024,,,SIM,Termo Aditivo de Acordo,,-,Aditivo 001 ao Acordo 037/2023,De prazo,,07.079.511/0001-90,Gilberto Dênis de Souza Leite Filho,Indorama Polímeros Digital - Fase 1 - Inteligência artificial aplicada ao processo de osmose reversa,2024-01-01 00:00:00,2025-01-31 00:00:00,,,Finalizado,,,,,,,2024-10-22 00:00:00,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=51421154&id_documento=66432207,,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=51421154&id_documento=65643992,,,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,2610,,,Finalizados,2024,5,,SIM,ACORDO PD&I,NÃO,020,,,Neurolaw Desenvolvimento de Tecnologia Ltda.,37.369.722/0001-28,Bruno José Torres Fernandes,Identificação de prazos trabalhistas 11.0,2024-06-14 00:00:00,2024-09-13 00:00:00,2024-08-14 00:00:00,0040610072.000046/2023-16,Finalizado,65250,,,,2610,7830,2024-08-01 00:00:00,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=39557232&id_documento=62210170,,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=39557232,,24,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,2400,,,Finalizados,2024,7,,SIM,ACORDO PD&I,NÃO,040,,,Notaro Alimentos LTDA,01.682.695/0001-00,Bruno José Torres Fernandes,Natto Digital: Modelagem de Arquitetura de Visão Computacional.,2024-12-01 00:00:00,2025-02-28 00:00:00,,0040610072.000079/2024-47,Finalizado,60000,,,,2400,7200,2024-12-28 00:00:00,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=68510185&id_documento=69949472,Informações por Marcos no clickup,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=68510185&id_documento=69012907,,25,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,10628.57,,,Finalizados,2024,6,,SIM,ACORDO PD&I,NÃO,007,,,Powerpc Comércio de Equipamentos de Informática LTDA,06.697.988/0004-19,João Fausto Lorenzato de Oliveira,SIGNAPP: Aplicativo móvel como Inovação Tecnológica para os processos de assinaturas documentais,2024-04-01 00:00:00,2024-10-31 00:00:00,2024-10-01 00:00:00,0040610072.000021/2024-01,Finalizado,265715.28,,,,10628.57,31885.71,2024-04-13 00:00:00,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=55888652&id_documento=56863218,,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=55888652&id_documento=56616666,,26,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,Finalizados,2024,,,SIM,Termo Aditivo de Acordo,,-,Aditivo 001 ao Acordo 007/2024,De prazo,,,,,2024-11-01 00:00:00,2025-02-28 00:00:00,,,Finalizado,,,,,,,2024-12-24 00:00:00,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=55888652&id_documento=69734934,Informações por Marcos no clickup,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=55888652&id_documento=67060932,,,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,12700,,,Finalizados,2023,7,,SIM,ACORDO PD&I,NÃO,038,,,Indorama Ventures Fibras Brasil Ltda.,04.241.585/0001-92,Gilberto Dênis/Diego Rátiva,"Sistema de digitalização, rastreabilidade e reconhecimento de padrões",2023-12-27 00:00:00,2024-12-27 00:00:00,2024-11-27 00:00:00,0040610072.000119/2023-70,Finalizado,254000,180000,29400,,12700,25400,2024-01-10 00:00:00,,,,,27,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,Finalizados,2024,,,,,,-,Aditivo 001 ao Acordo 038/2023,,,,,,2024-12-28 00:00:00,2024-12-31 00:00:00,,,Finalizado,,,,,,,2025-01-21 00:00:00,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=51005299&id_documento=70802376,,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=51005299&id_documento=69348593,,,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,7600,,,Finalizados,2024,5,,SIM,ACORDO PD&I,NÃO,013,,,Companhia Brasileira de Vidros Planos - CBVP (VIVIX),10.858.291/0002-98,Diego Rátiva,Mapeamento térmico de paredes refratárias do forno-VIVIX,2024-03-01 00:00:00,2024-12-31 00:00:00,2024-12-01 00:00:00,0040610072.000015/2024-46,Finalizado,190000,,,,7600,22800,2024-06-28 00:00:00,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=55055182&id_documento=60577987,,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=55055182&id_documento=60376984,,28,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,Finalizados,,,,,,,-,001 ao Acordo 013/2024,,,,,,2025-01-01 00:00:00,2025-02-28 00:00:00,,,Finalizado,,,,,,,,,,,,,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,80,,,Finalizados,2024,7,,SIM,ACORDO PD&I,NÃO,009,,,Lactron S.A.,27.906.258/0001-08,Claudemiro Júnior,Monitoramento em tempo real de uma usina solar fotovoltaica utilizando sensoriamento integraado à computação em nuvem,2024-04-01 00:00:00,2025-04-01 00:00:00,2025-03-02 00:00:00,0040610072.000014/2024-00,Finalizado,20000,"R$ 12.000,00","R$ 12.000,00",,80,2400,2024-06-21 00:00:00,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=54946746&id_documento=60353814,Irá ser solicitado a aditivação,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=54946746&id_documento=60427905,,29,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,Finalizados,2024,1,,SIM,Convênio,NÃO,003,,,Munícipío de Canhotinho,10.132.777/0001-63,Ivaldir Farias,Promoção de uma cultura de inovação na Educação do Município de Canhotinho,2024-10-04 00:00:00,2024-12-30 00:00:00,,0040610072.000069/2024-10,Finalizado,"R$ 20.563,20",6854.4,,,,3084.48,2024-11-22 00:00:00,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=65968043&id_documento=67993857,,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=65968043&id_documento=66857107,,30,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,32660,,,Finalizados,2023,3,,SIM,ACORDO PD&I,NÃO,004,,,CAPE-Igarassu- Chlorum,30.653.585/0001-00,Gilberto Dênis de Souza Leite Filho,CAPE Digital: Visiabilidade e performance na Indústria,2023-01-01 00:00:00,2023-12-31 00:00:00,2023-12-01 00:00:00,0040610072.000039/2023-14,Finalizado,"R$ 653.200,00",,,,32660,65320,Não foi publicado,,,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=38209496&id_documento=38209917,,31,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,Finalizados,2023,,,,Termo Aditivo de Acordo,,-,001 ao Acordo 004/2023,De prazo,,,,,2023-12-28 00:00:00,2025-03-01 00:00:00,,,Finalizado,,,,,,,2024-01-10 00:00:00,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=38209496&id_documento=67683601,,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=38209496&id_documento=67683601,,,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,7312.5,,,Finalizados,2023,7,,SIM,ACORDO PD&I,NÃO,039,,,Notaro Alimentos Ltda.,01.682.695/0001-00,Gilberto Dênis de Souza Leite Filho,NATTO-Digital: Otimização e Planejamento de Produção,2023-12-27 00:00:00,2025-03-01 00:00:00,2025-01-30 00:00:00,0040610072.000121/2023-49,Finalizado,"R$ 146.250,00",,,,7312.5,14625,2024-01-10 00:00:00,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=51005732&id_documento=67625383,,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=51005732&id_documento=52856603,,32,,,
0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,11360,,,Finalizados,2024,6,,SIM,ACORDO PD&I,NÃO,021,,,Pumatronix Equipamentos Eletrônicos Ltda.,08.823.013/0001-72,Alexandre Magno Andrade Maciel,RecFace 2 - Investigação de Plataformas para Reconhecimento Facial,2024-08-01 00:00:00,2025-03-31 00:00:00,2025-03-01 00:00:00,0040610072.000104/2023-10,Finalizado,284000,213000,170400,,11360,34080,2024-10-03 00:00:00,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=49456764&id_documento=65483325,,https://sei.pe.gov.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=49456764&id_documento=63195407,,33,,,
