ANO_INOV,NATUREZA_INOV,VIA_INOV,PROJETO_INOV,UNIDADE_INOV,CIDADE_INOV
2024,PD&I,IAUPE,DESENVOLVIMENTO DE SOFTWARE BACKEND E COMPUTAÇÃO NA NUVEM,GARANHUNS,RECIFE - PE
2024,PD&I,IAUPE,IDENTIFICAÇÃO DE VARIÁVEIS QUE INFLUENCIAM A FORMAÇÃO DE BOLHAS DURANTE O PROCESSO DE FABRICAÇÃO DE VIDROS PLANOS.,POLI,RECIFE - PE
2024,PD&I,IAUPE,FORNO-1 VIVIX VIA GÊMEOS DIGITAIS,POLI,RECIFE - PE
2024,PD&I,IAUPE,REDUÇÃO DA PERDA DE BORDO NA FABRICAÇÃO DE VIDROS PLANOS,POLI,RECIFE - PE
2024,PD&I,IAUPE,SISTEMA DE ANÁLISE E MINERAÇÃO DE SENTENÇAS,POLI,CABO DE SANTO AGOSTINHO - PE
2024,PD&I,IAUPE,MOURA DIGITAL - FASE 1,POLI,JABOATÃO DOS GUARARAPES - PE
2024,PD&I,UPE,PROJETO DE INOVAÇÃO TECNOLÓGICA EM SAÚDE CARDIOVASCULAR PROCAPE/UPE (ITECH-PROCAPE/UPE),POLI,RECIFE - PE
2024,PD&I,IAUPE,OCR - TECNOLOGIA DE RECONHECIMENTO DE PLACAS VEICULARES ATRAVÉS DE IMAGENS DISPONIBILIZADAS VIA STREAMING DO EQUIPAMENTO MDVR.,GARANHUNS,BARUERI - SP
2024,PD&I,IAUPE,MONITORAMENTO EM TEMPO REAL DE UMA USINA SOLAR FOTOVOLTAICA UTILIZANDO SENSORIAMENTO INTEGRADO À COMPUTAÇÃO EM NUVEM,PETROLINA,RECIFE - PE
2024,PD&I,IAUPE,IDENTIFICAÇÃO DE PRAZOS TRABALHISTA 10.0,POLI,RECIFE - PE
2024,PD&I,IAUPE,MAPEAMENTO TÉRMICO DE PAREDES REFRATÁRIAS DO FORNO VIVIX,POLI,RECIFE - PE
2024,PD&I,IAUPE,ANÁLISE AVANÇADA DE DADOS APLICADA À QUALIDADE DE VIDROS FLOAT,POLI,RECIFE - PE
2024,PD&I,IAUPE,ANÁLISE DE DEFEITOS EM VIDROS TRANSFORMADOS: CONTROLE DE QUALIDADE COM DATA ANALYTICS,POLI,RECIFE - PE
2024,RESITEC,UPE,NE 4.0 - SETORES ESTRATÉGICOS,POLI,RECIFE - PE
2024,RESITEC,UPE,SEPLAG - 2024,UNIDADE NÃO INFORMADA,RECIFE - PE
2024,PD&I,UPE,2º ADITIVO TCE - 2024 (3ª FASE) - 2024,UNIDADE NÃO INFORMADA,RECIFE - PE
2024,PD&I,UPE,SEMAS - APLICAÇÃO PLANTAR JUNTOS,UNIDADE NÃO INFORMADA,RECIFE - PE
2024,PD&I,IAUPE,PLATAFORMA DIGITAL PARA O DESENVOLVIMENTO DE CIDADES INTELIGENTES E SUSTENTÁVEIS,UNIDADE NÃO INFORMADA,TACARATU - PE
2024,PD&I,IAUPE,SIGNAPP: APLICATIVO MÓVEL COMO INOVAÇÃO TECNOLÓGICA PARA OS PROCESSOS DE ASSINATURAS DOCUMENTAIS,UNIDADE NÃO INFORMADA,BELO HORIZONTE - MG
2024,PD&I,IAUPE,DESENVOLVIMENTO DE MODELOS DE APRENDIZADO DE MÁQUINA PARA PREVISÕES DE ANOMALIAS EM DADOS DE TELEMETRIA ORIUNDOS DE SISTEMAS DE TRANSMISSÃO DE TV.,UNIDADE NÃO INFORMADA,CARUARU - PE
2024,PD&I,IAUPE,PLATAFORMA INTELIGENTE PARA ASSESSORIA JURÍDICA – 12.0,UNIDADE NÃO INFORMADA,RECIFE - PE
2024,PD&I,IAUPE,UTILIZAÇÃO DE SMART CONTRACTS EM BLOCKCHAIN NA ESFERA JURÍDICA 9.0,UNIDADE NÃO INFORMADA,RECIFE - PE
2024,INOVAÇÃO ABERTA,VIA NÃO INFORMADA,INOVAÇÃO ABERTA POLI - 2024.1,UNIDADE NÃO INFORMADA,RECIFE - PE
2024,INOVAÇÃO ABERTA,VIA NÃO INFORMADA,INOVAÇÃO ABERTA POLI - 2024.2,UNIDADE NÃO INFORMADA,RECIFE - PE
2024,INOVAÇÃO ABERTA,VIA NÃO INFORMADA,INOVAÇÃO ABERTA GARANHUNS - 2024,UNIDADE NÃO INFORMADA,GARANHUNS - PE
2024,INOVAÇÃO ABERTA,VIA NÃO INFORMADA,INOVAÇÃO ABERTA NAZARÉ - 2024,UNIDADE NÃO INFORMADA,NAZARÉ DA MATA - PE
2024,PD&I,IAUPE,USO DE BIOINSUMOS PARA INOVAÇÃO E SUSTENTABILIDADE DA MANGICULTURA NO SEMIÁRIDO PERNAMBUCANO: EFEITO SOBRE AS MICORRIZAS ARBUSCULARES,UNIDADE NÃO INFORMADA,PETROLINA - PE
2024,PD&I,IAUPE,"FIRMWARE-GREEN: PROTOTIPANDO UMA INFRAESTRUTURA EMBARCADA PARA COMUNICAÇÃO MULTIMEIOS ATRAVÉS DA INTEGRAÇÃO DO MÓDULO NBIOT, MÓDULO WISUN E MÓDULO LORAWAN/SIGFOX",UNIDADE NÃO INFORMADA,CURITIBA - PR
2024,PD&I,IAUPE,AKZO NOBEL 4.0 - FASE 1: DIGITALIZAÇÃO DA LINHA DE ENVASE DE BALDES.,UNIDADE NÃO INFORMADA,RECIFE - PE
2024,PD&I,UPE,PLATAFORMA DE INOVAÇÃO SOCIAL-SESC,UNIDADE NÃO INFORMADA,NAZARÉ DA MATA - PE
2024,PD&I,IAUPE,INOVAÇÕES COM INTELIGÊNCIA ARTIFICIAL PARA APOIO ESTRATÉGICO EM CELERIDADE PROCESSUAL E TOMADA DE DECISÕES NO TRIBUNAL DE JUSTIÇA DO ESTADO DE PERNAMBUCO,UNIDADE NÃO INFORMADA,RECIFE - PE
2024,PD&I,IAUPE,DESENVOLVIMENTO DE MODELOS DE APRENDIZADO DE MÁQUINA PARA SIMULAÇÃO E OTIMIZAÇÃO DE CONTROLES TÉRMICOS EM PLANTA AUTOMOTIVA,UNIDADE NÃO INFORMADA,RECIFE - PE
2024,PD&I,IAUPE,PLATAFORMA DE IDENTIFICAÇÃO PRAZOS TRABALHISTA 11.0,UNIDADE NÃO INFORMADA,RECIFE - PE
2024,PD&I,IAUPE,PLATAFORMA INTELIGENTE PARA ASSESSORIA JURÍDICA – 13.0,UNIDADE NÃO INFORMADA,RECIFE - PE
2024,RESITEC,IAUPE,RESIDÊNCIA TECNOLÓGICA EM INTELIGÊNCIA ARTIFICIAL GENERATIVA,UNIDADE NÃO INFORMADA,RECIFE - PE
2024,PD&I,IAUPE,FIBRASA DIGITAL - FASE 1,UNIDADE NÃO INFORMADA,ABREU E LIMA - PE
2024,PD&I,IAUPE,DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO DAS VEDAÇÕES VERTICAIS DE EDIFICAÇÃO DE MÚLTIPLOS PAVIMENTOS: RACIONALIZAÇÃO CONSTRUTIVA E BIM,UNIDADE NÃO INFORMADA,RECIFE - PE
2024,PD&I,IAUPE,"COOPERAÇÃO TÉCNICA E CIENTÍFICA ENTRE OS PARTÍCIPES PARA O DESENVOLVIMENTO DE PROJETOS DE PESQUISA, PROGRAMAS E OUTRAS INICIATIVAS NA ÁREA DA INOVAÇÃO, ENVOLVENDO ALUNOS E PROFESSORES DAS DUAS INSTITUIÇÕES E EMPRESAS PARCEIRAS",UNIDADE NÃO INFORMADA,RECIFE - PE
2024,PD&I,IAUPE,INOVAÇÃO EM GERENCIAMENTO DE RISCOS E SEGURANÇA DO TRABALHO NA CONSTRUÇÃO DE LOTEAMENTOS RESIDENCIAIS DE ALTO PADRÃO,UNIDADE NÃO INFORMADA,RECIFE - PE
2024,PD&I,IAUPE,TERMO DE CONFIABILIDADE (NDA),UNIDADE NÃO INFORMADA,RECIFE - PE
2024,PD&I,IAUPE,AI-DOC - AWARE INDUSTRIAL DOCUMENTS,UNIDADE NÃO INFORMADA,RECIFE - PE
2024,PD&I,IAUPE,SECAGEM DO BAGAÇO DE CANA-DE-AÇÚCAR EM SISTEMA DE COGERAÇÃO DE ENERGIA,UNIDADE NÃO INFORMADA,RECIFE - PE
2024,PD&I,IAUPE,IDENTIFICAÇÃO DE PRAZOS TRABALHISTAS 12.0,UNIDADE NÃO INFORMADA,RECIFE - PE
2024,PD&I,IAUPE,EXPLORAÇÃO DAS TECNOLOGIAS UNIFIED NAME SPACE E SUA ADERÊNCIA EM DEMANDAS DE DIGITAÇÃO NA INDUSTRIA AUTOMOTIVA,UNIDADE NÃO INFORMADA,RECIFE - PE
2024,PD&I,IAUPE,"CATALISAR AS MELHORES PRÁTICAS NO CAMPO DA INOVAÇÃO, PROMOVENDO UMA SINERGIA ENTRE AS INSTITUIÇÕES (UFPE E UPE) QUE FORTALECERÁ O AMBIENTE INOVADOR NA REGIÃO",UNIDADE NÃO INFORMADA,RECIFE - PE
2024,PD&I,UPE,INVESTIGAÇÃO SOBRE OS FATORES QUE ONERAM A FORMAÇÃO DE PREÇOS NO ÂMBITO DO ARQUIPÉLAGO DE FERNANDO DE NORONHA,UNIDADE NÃO INFORMADA,RECIFE - PE
2024,PD&I,UPE,SISTEMA DE INTEGRAÇÃO DE DADOS PARA PLATAFORMA WEB E APLICATIVO MÓVEL A ILHA DE FERNANDO DE NORONHA EM PERNAMBUCO,UNIDADE NÃO INFORMADA,RECIFE - PE
2024,PD&I,IAUPE,PLATAFORMA INTELIGENTE PARA ASSESSORIA JURÍDICA – 14.0.,UNIDADE NÃO INFORMADA,RECIFE - PE
2025,PD&I,IAUPE,PROMOÇÃO DE UMA CULTURA DE INOVAÇÃO NA EDUCAÇÃO DO MUNICÍPIO DE CANHOTINHO,UNIDADE NÃO INFORMADA,CANHOTINHO - PE
2024,PD&I,IAUPE,RECONHECIMENTO INTELIGENTE DOS EXAMES OCUPACIONAIS PARA INTEGRAR COM PROCESSOS DE CONTROLE DA SAÚDE DE TRABALHADORES,UNIDADE NÃO INFORMADA,MARINGÁ - PR
2024,PD&I,IAUPE,NATTO DIGITAL: INFRAESTRUTURA DE DADOS INDUSTRIAL,UNIDADE NÃO INFORMADA,BELO JARDIM - PE
2024,PD&I,UPE,UTILIZAÇÃO DE SMART CONTRACTS EM BLOCKCHAIN NA ESFERA JURÍDICA 11.0,UNIDADE NÃO INFORMADA,RECIFE - PE
2024,PD&I,UPE,SERVIDORES,UNIDADE NÃO INFORMADA,RECIFE - PE
2024,PD&I,IAUPE,INOVAÇÃO EM GERENCIAMENTO DE RISCOS E SEGURANÇA DO TRABALHO NA CONSTRUÇÃO DE EDIFÍCIOS RESIDENCIAIS MULTIFAMILIAR,UNIDADE NÃO INFORMADA,RECIFE - PE
2024,PD&I,IAUPE,INOVAÇÃO EM GERENCIAMENTO DE RISCOS E SEGURANÇA DO TRABALHO NA PRODUÇÃO DE AÇÚCAR E ÁLCOOL,UNIDADE NÃO INFORMADA,PRIMAVERA - PE
2024,PD&I,IAUPE,DESENVOLVIMENTO DE PROJETOS INOVADORES ENTRE OS PARTÍCIPES.,UNIDADE NÃO INFORMADA,BETÂNIA - CE
2024,PD&I,IAUPE,TERMO DE CONFIABILIDADE (NDA),UNIDADE NÃO INFORMADA,RECIFE - PE
2024,PD&I,IAUPE,IMPLANTAÇÃO DO PROGRAMA DE NAVEGAÇÃO PARA IDOSOS DE COR OU RAÇA PRETA COM CÂNCER DE MAMA OU PRÓSTATA NO HOSPITAL UNIVERSITÁRIO OSWALDO CRUZ,HUOC,RECIFE - PE
2024,PD&I,IAUPE,RECFACE 2 - INVESTIGAÇÃO DE PLATAFORMAS PARA RECONHECIMENTO FACIAL,UNIDADE NÃO INFORMADA,CURITIBA - PR
2024,PD&I,IAUPE,RETOPOLOGIA DE MODELOS TRIDIMENSIONAIS COM APRENDIZAGEM PROFUNDA,UNIDADE NÃO INFORMADA,RECIFE - PE
2024,PD&I,IAUPE,ANÁLISE DE INVERSORES DE FREQUÊNCIA SUBMETIDOS A IMPULSOS TRANSITÓRIOS E SOBRETENSÕES TEMPORÁRIAS,UNIDADE NÃO INFORMADA,LAGOA SANTA - MG
2024,PD&I,IAUPE,NATTO DIGITAL: MODELAGEM DE ARQUITETURA DE VISÃO COMPUTACIONAL,UNIDADE NÃO INFORMADA,BELO JARDIM - PE
2024,PD&I,IAUPE,"DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO DAS VEDAÇÕES VERTICAIS DE EDIFICAÇÃO DE MÚLTIPLOS PAVIMENTOS: RACIONALIZAÇÃO CONSTRUTIVA, BIM E DRYWALL",UNIDADE NÃO INFORMADA,CARUARU - PE
2024,PD&I,IAUPE,"DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO DAS VEDAÇÕES VERTICAIS DE EDIFICAÇÃO DE MÚLTIPLOS PAVIMENTOS: RACIONALIZAÇÃO CONSTRUTIVA, BIM E DRYWALL",UNIDADE NÃO INFORMADA,RECIFE - PE
2025,PD&I,IAUPE,CHLORUM DIGITAL FASE 2: TRANSPARÊNCIA E PREVISIBILIDADE NA INDÚSTRIA,UNIDADE NÃO INFORMADA,IGARASSU - PE
2025,PD&I,IAUPE,ROCA DIGITAL - FASE 3: MELHORAR A PERFORMANCE A PARTIR DO USO INTENSIVO DE DADOS,UNIDADE NÃO INFORMADA,RECIFE - PE
2025,PD&I,IAUPE,INOVAÇÃO EM GERENCIAMENTO DE RISCOS E SEGURANÇA DO TRABALHO NA CONSTRUÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,UNIDADE NÃO INFORMADA,RECIFE - PE
2025,PD&I,IAUPE,"DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO DAS VEDAÇÕES VERTICAIS DE EDIFICAÇÃO DE MÚLTIPLOS PAVIMENTOS: RACIONALIZAÇÃO CONSTRUTIVA, BIM E DRYWALL",UNIDADE NÃO INFORMADA,FORTALEZA-CE
2025,PD&I,IAUPE,"DESENVOLVIMENTO DE SISTEMA DE TELECOMUNICAÇÕES PARA SUPERVISÃO, CONTROLE E AQUISIÇÃO DE DADOS (PILOTO-DRONE E DRONE-DRONE), INCLUINDO A CRIAÇÃO DE PROTOCOLOS DE COMUNICAÇÃO SEGUROS E CONFIÁVEIS.",UNIDADE NÃO INFORMADA,SÃO JOSÉ DOS CAMPOS - SP
2025,PD&I,IAUPE,DESENVOLVIMENTO TECNÓLOGICO E INOVAÇÃO DAS VEDAÇÕES VERTICAIS ATRAVÉS DA RACIONALIZAÇÃO DAS ALVENARIAS E BIM,UNIDADE NÃO INFORMADA,RECIFE - PE
2025,PD&I,IAUPE,OTIMIZAÇÃO DA VIDA ÚTIL DO REFRATÁRIO EM FORNOS FLOAT POR MODELAGEM PREDITIVA,UNIDADE NÃO INFORMADA,RECIFE - PE
2025,PD&I,IAUPE,FURNACEVISION: DIGITALIZAÇÃO E AUTOMAÇÃO DA INSPEÇÃO TÉRMICA DO FORNO VIVIX,UNIDADE NÃO INFORMADA,RECIFE - PE
2025,TERMO DE CONFIABILIDADE,IAUPE,DESENVOLVIMENTO DE NOVO SISTEMA DE ARMAZENAMENTO DE ENERGIA PARA APLICAÇÃO EM MICROSSISTEMA ISOLADO DE GERAÇÃO E DISTRIBUIÇÃO DE ENERGIA ELÉTRICA,UNIDADE NÃO INFORMADA,JABOATÃO DOS GUARARAPES - PE
2025,PD&I,IAUPE,DESENVOLVIMENTO DE SOLUÇÃO TOTALMENTE VIA SOFTWARE PARA GRAVAÇÃO EM BIOS EM PLACAS MÃES DA BRAZILPC,UNIDADE NÃO INFORMADA,BELO HORIZONTE - MG
2025,PD&I,IAUPE,GILDO - GERAÇÃO DE IMAGENS PARA LOCALIZAÇÃO E DETECÇÃO DE OBJETOS,UNIDADE NÃO INFORMADA,CURITIBA - PR
2025,PD&I,IAUPE,DESENVOLVIMENTO DE MODELOS DE APRENDIZADO DE MÁQUINA PARA SIMULAÇÃO E OTIMIZAÇÃO DE CONTROLES TÉRMICOS EM PLANTA AUTOMOTIVA,UNIDADE NÃO INFORMADA,RECIFE - PE
2025,PD&I,IAUPE,FIAJA - FRAMEWORK INTELIGENTE PARA ASSESSORIA JURÍDICA E ADMINISTRATIVA,UNIDADE NÃO INFORMADA,RECIFE - PE
2025,RESITEC,IAUPE,RESIDÊNCIA TECNOLÓGICA EM INTELIGÊNCIA ARTIFICIAL GENERATIVA PARA O AGRESTE MERIDIONAL DE PERNAMBUCO,UNIDADE NÃO INFORMADA,CURITIBA - PR
2025,PD&I,IAUPE,DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO DAS VEDAÇÕES VERTICAIS ATRAVÉS DA RACIONALIZAÇÃO DAS ALVENARIAS E BIM.,UNIDADE NÃO INFORMADA,RECIFE - PE
2025,PD&I,IAUPE,INOVAÇÃO EM GERENCIAMENTO DE RISCOS E SEGURANÇA DO TRABALHO NA CONSTRUÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS - RESIDÊNCIAS DE ALTO PADRÃO,UNIDADE NÃO INFORMADA,RECIFE - PE
2025,PD&I,IAUPE,ALERTA ILHA: USO DE SISTEMA DE MONITORAMENTO E GESTÃO DE DESASTRES SOCIOAMBIENTAIS EM UM MUNICÍPIO DE PEQUENO PORTE,UNIDADE NÃO INFORMADA,ILHA DE ITAMARACÁ - PE
2025,PD&I,UPE,TCE-PLS FASE 4,UNIDADE NÃO INFORMADA,CIDADE NÃO INFORMADA
2025,PD&I,UPE,SAD 2 - SEGUNDA EDIÇÃO,UNIDADE NÃO INFORMADA,CIDADE NÃO INFORMADA
2025,PD&I,UPE,SECRETARIA DE EDUCAÇÃO,UNIDADE NÃO INFORMADA,CIDADE NÃO INFORMADA
2025,RESITEC,UPE,RESIDÊNCIA EM PRIMEIRA INFÂNCIA - 2 EDIÇÃO,UNIDADE NÃO INFORMADA,CIDADE NÃO INFORMADA
2025,RESITEC,UPE,RESIDÊNCIA JUCEPE,UNIDADE NÃO INFORMADA,CIDADE NÃO INFORMADA
2025,RESITEC,UPE,RESIDÊNCIA SCGE,UNIDADE NÃO INFORMADA,CIDADE NÃO INFORMADA
2025,PD&I,UPE,SECRETARIA DA MULHER,UNIDADE NÃO INFORMADA,CIDADE NÃO INFORMADA
2025,PD&I,UPE,TCE - GESTÃO DO CONHECIMENTO,UNIDADE NÃO INFORMADA,CIDADE NÃO INFORMADA
2025,RESITEC,UPE,RESIDÊNCIA SEC. TRANFORMAÇÃO DIGITAL,POLI,RECIFE - PE
2025,PD&I,IAUPE,CEHAB,POLI,RECIFE - PE
2025,PD&I,IAUPE,GRAFO DE CONHECIMENTO E GENAI APLICADOS À GESTÃO DE MANUTENÇÃO INDUSTRIAL DA VIVIX,UNIDADE NÃO INFORMADA,RECIFE - PE
2025,PD&I,UPE,POLITICAS PÚBLICAS PARA MULHERES,ARCOVERDE,ARCOVERDE
2025,PD&I,UPE,FILA DE ESPERA SEC. SAÚDE,POLI,RECIFE - PE
2025,PD&I,UPE,ADITIVO - LIGA LABS,POLI,CIDADE NÃO INFORMADA
2025,PD&I,IAUPE,DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO DAS VEDAÇÕES VERTICAIS ATRAVÉS DA RACIONALIZAÇÃO DAS ALVENARIAS DE VEDAÇÃO E BIM,UNIDADE NÃO INFORMADA,RECIFE - PE
2026,PD&I,UPE,RESIDÊNCIA EM GOVERNO DIGITAL,POLI,RECIFE - PE
2026,PD&I,UPE,PLS TCE 2026,POLI,RECIFE - PE
2026,PD&I,UPE,SUDENE,POLI,RECIFE - PE
2026,PD&I,IAUPE,ADITIVO - FATOR NORONHA,UNIDADE NÃO INFORMADA,CIDADE NÃO INFORMADA
2026,PD&I,UPE,SERPRO,UNIDADE NÃO INFORMADA,CIDADE NÃO INFORMADA
2026,SEM NATUREZA INFORMADA,VIA NÃO INFORMADA,APAC - DIAGNÓSTICO,UNIDADE NÃO INFORMADA,CIDADE NÃO INFORMADA
